uid,name,facility,classification,district,sub_district,fax,tel,cel,email,manager,area_type,ownership,postal_area,postal_address,street_address,Location 1,overall_performance,vital_measures,extreme_measures,essential_measures,developmental_measures,facilities_and_infrastructure,clinical_support_services,patient_safety-clinical_governance-clinical_care,operational_management,patients_rights,public_health,leadership_and_corporate_governance,infection_prevention_and_control,improve_patient_safety_and_security,waiting_times,positive_and_caring_attitudes,cleanliness,availability_of_medicines_and_supplies,accommodation-consulting_room-clinic,accommodation-procedure_room-total,accommodation-consulting-room-outpatient-department,accommodation-consulting_room-accident_and_emergency_department,accommodation-medicine_room-number_of,staff-nursing_staff-professional_nurse-vacant,staff-Nursing_Staff-Professional_Nurse-part_time,staff-Nursing_Staff-Professional_Nurse-full_time,staff-Nursing_Staff-Enrolled_Nurse_Assistant-vacant,staff-Nursing_Staff-Enrolled_Nurse_Assistant-part_time,staff-Nursing_Staff-Enrolled_Nurse_Assistant-full_time,staff-Clinical_staff-Other-vacant,staff-Clinical_staff-Other-part_time,staff-Clinical_staff-Other-full_time,staff-Nursing_Staff-Enrolled_Nurs-vacant,staff-Nursing_Staff-Enrolled_Nurs-part_time,staff-Nursing_Staff-Enrolled_Nurs-full_time,staff-Nursing_Staff-Enrolled_Nurse-vacant,staff-Nursing_Staff-Enrolled_Nurse-part_time,staff-Nursing_Staff-Enrolled_Nurse-full_time,staff-Nursing_Staff-Advanced_Midwives-vacant,staff-Nursing_Staff-Advanced_Midwives-part_time,staff-Nursing_Staff-Advanced_Midwives-full_time,staff-Nursing_Staff-Specialised_Nurses_(Exluding_Advanced_Midwives)-vacant,staff-Nursing_Staff-Specialised_Nurses_(Exluding_Advanced_Midwives)-part_time,staff-Nursing_Staff-Specialised_Nurses_(Exluding_Advanced_Midwives)-full_time,staff-Clinical_staff-Pharmacists-vacant,staff-Clinical_staff-Pharmacists-part_time,staff-Clinical_staff-Pharmacists-full_time,staff-Clinical_staff-Allied_Health_Professionals-vacant,staff-Clinical_staff-Allied_Health_Professionals-part_time,staff-Clinical_staff-Allied_Health_Professionals-full_time,staff-Doctors-Medical_Practitioners-vacant,staff-Doctors-Medical_Practitioners-part_time,staff-Doctors-Medical_Practitioners-full_time,staff-Administrative_staff-Information_management-vacant,staff-Administrative_staff-Information_management-part_time,staff-Administrative_staff-Information_management-full_time,staff-Doctors-External_Visiting_Medical_Practitioners-vacant,staff-Doctors-External_Visiting_Medical_Practitioners-part_time,staff-Doctors-External_Visiting_Medical_Practitioners-full_time,staff-Administrative_staff-Human_Resource-vacant,staff-Administrative_staff-Human_Resource-part_time,staff-Administrative_staff-Human_Resource-full_time,staff-Nursing_Staff-Clinical_Nurse_Practitioners-vacant,staff-Nursing_Staff-Clinical_Nurse_Practitioners-part_time,staff-Nursing_Staff-Clinical_Nurse_Practitioners-full_time,staff-Doctors-Medical_Specialists-vacant,staff-Doctors-Medical_Specialists-part_time,staff-Doctors-Medical_Specialists-full_time,staff-Doctors-Medical_Practitioner_Interns-vacant,staff-Doctors-Medical_Practitioner_Interns-part_time,staff-Doctors-Medical_Practitioner_Interns-full_time,staff-Clinical_staff-Dental-vacant,staff-Clinical_staff-Dental-part_time,staff-Clinical_staff-Dental-full_time,staff-Doctors-Registrars-vacant,staff-Doctors-Registrars-part_time,staff-Doctors-Registrars-full_time,staff-Doctors-External_Visiting_Medical_Specialists-vacant,staff-Doctors-External_Visiting_Medical_Specialists-part_time,staff-Doctors-External_Visiting_Medical_Specialists-full_time,staff-Staffing-Management_staff-vacant,staff-Staffing-Management_staff-part_time,staff-Staffing-Management_staff-full_time,staff-Administrative_staff-General_Admin_/_Support-vacant,staff-Administrative_staff-General_Admin_/_Support-part_time,staff-Administrative_staff-General_Admin_/_Support-full_time,staff-Administrative_staff-Financial-vacant,staff-Administrative_staff-Financial-part_time,staff-Administrative_staff-Financial-full_time,staff-Total_Staff_Compliment-vacant,staff-Total_Staff_Compliment-part_time,staff-Total_Staff_Compliment-full_time,staff-Vacant-vacant,staff-Vacant-part_time,staff-Vacant-full_time,pharmacy_and_dispensary-hours_per_day,clinics-hours_per_day,pharmacy_and_dispensary-days_per_week,in_patients-hours_per_day,clinics-days_per_week,in_patients-days_per_week,emergency_unit-hours_per_day,emergency_unit-days_per_week,out_patients-hours_per_day,out_patients-days_per_week,governance-Strategic_management,governance-Communications_and_public_relations,governance-Staff_welfare_and_employee_wellness,governance-Human_resource_management_and_development,governance-Leadership_and_Corporate_Governance,governance-Operational_Management,governance-Oversight_and_accountability,governance-Financial_management,governance-Risk_management,governance-Supply_chain_and_asset_Management,governance-Quality_Improvement,governance-Effective_leadership
ec_herschel_clinic_2013_09_19,Herschel Clinic,Herschel Clinic,CLINIC,Joe Gqabi District Municipality,Senqu Health sub-District,,0833031711,0721363009,,L. HLATSHANENI,RURAL,Facility Owner - Government - Prov,STERKSPRUIT,P/BAG X5009,HERCHEL,"Eastern Cape Province
(-30.61497, 27.16345)",38,36, N/A,39, N/A,16,63,32,38,47,50,0,32,31,57,33,8,79,4,0,,,,3,1,3,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,,,,,,,8,8,5,,,,,,,,0,0,0,0,0,,,,,,,
ec_hewu_hospital_2013_03_26,Hewu Hospital,Hewu Hospital,DISTRICT HOSPITAL,Chris Hani District Municipality,Lukhanji Health sub-District,0408410134,0408410133,0839838140,,A.N Qwabe,RURAL,Facility Owner - Government - Prov,Queenstown,P.O BOX 1409 Queenstown,Ekupumleni Main Road,"Eastern Cape Province
(-32.168393, 26.792752)",77,76, N/A,78, N/A,74,87,68,81,88,51,71,73,73,82,94,60,95,,,5,,,0,0,37,0,0,31,0,0,3,0,0,19,0,0,0,0,0,0,0,0,3,0,0,6,0,0,2,0,1,7,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,8,7,43,0,0,0,,,,,,,8,,,24,,7,24,7,8,5,100,100,,,,81,,100,0,,,
ec_high_street_clinic_2013_09_18,High Street Clinic,High Street Clinic,CLINIC,Chris Hani District Municipality,Inxuba Yethemba Health sub-District,048 881 1149,0488015072,083 784 6218,,Mr matiso,URBAN,Facility Owner - Government - Prov,Cradock,"Beeren Street, Cradock,","33 Beeren Street, Cradock","Eastern Cape Province
(-32.167248, 25.616341)",42,36, N/A,45, N/A,26,73,32,40,46,0,67,32,39,23,54,4,81,1,0,,,,0,1,3,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,1,0,0,3,0,1,6,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,,,,,,,8,8,5,,,,,,,,50,100,0,0,,40,,,,,,
ec_highview_clinic_2013_09_17,Highview Clinic,Highview Clinic,CLINIC,Amathole District Municipality,Mnquma Health sub-District,,,0833780540,,B.B. KUSE,RURAL,Facility Owner - Government - Prov,BUTTERWORTH,"NGQUTU A/A, HIGHVIEW CLINIC",NGQUTU A/A,"Eastern Cape Province
(-32.434991, 27.947188)",39,34, N/A,42, N/A,33,60,32,50,41,4,0,38,26,40,50,39,81,3,0,,,,4,0,2,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,,,,,,,8,8,5,,,,,,,,0,0,0,0,0,50,,,,,,
ec_hillside_clinic_(nkonkobe)_2013_09_17,Hillside Clinic (Nkonkobe),Hillside Clinic (Nkonkobe),CLINIC,Amathole District Municipality,Nkonkobe Health sub-District,,046 645 7446,073 812 5636,,Sr. T.C Myeki,RURAL,Facility Owner - Government - Prov,Fort Beaufort,P.O Box 36,Hillside location,"Eastern Cape Province
(-32.75227, 26.63978)",19,19, N/A,19, N/A,25,7,23,29,20,33,0,23,16,40,13,17,14,2,0,,,,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,,,,,,,8,,,,,,,,,,0,0,0,0,0,,,,,,,
ec_hillside_clinic_(senqu)_2013_09_19,Hillside Clinic (Senqu),Hillside Clinic (Senqu),CLINIC,Joe Gqabi District Municipality,Senqu Health sub-District,,0833781135,0826676259,,BG NTABENI,RURAL,Facility Owner - Government - Prov,STERKSPRUIT,BOX 499,HILLSIDE VILLAGE,"Eastern Cape Province
(-30.561099, 27.563748)",35,30, N/A,37, N/A,31,51,31,38,26,36,33,45,20,7,51,27,78,2,1,,,,2,0,3,3,0,1,4,0,5,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,0,0,0,,,,,,,8,8,5,,,,,,,,0,100,0,0,,,,,,,,
ec_hilton_clinic_2013_09_19,Hilton Clinic,Hilton Clinic,CLINIC,Joe Gqabi District Municipality,Maletswai Health sub-District,,0516341062,0835170704,,P.T. MPHARU,RURAL,Facility Owner - Government - Prov,ALIWAL NORTH,P/BAG X1011,MARCOUE STREET,"Eastern Cape Province
(-30.698823, 26.69755)",72,62, N/A,76, N/A,55,73,78,75,77,43,100,72,68,73,85,34,86,3,0,,,,1,0,2,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,2,0,0,0,,,,,,,8,8,5,,,,,,,,100,100,0,100,100,75,,,,,,
ec_hlabatshane_clinic_2013_09_18,Hlabatshane Clinic,Hlabatshane Clinic,CLINIC,Oliver Tambo District Municipality,King Sabata Dalindyebo Health sub-,,0475735351,0835538435,,MCITYKALI,RURAL,Facility Owner - Government - Prov,,HLABATSHANE CLINIC,HLABATSHANE A/A,"Eastern Cape Province
(-31.745112, 28.856835)",55,48, N/A,58, N/A,45,50,58,62,68,93,33,54,51,73,74,31,61,2,0,,,,0,0,2,0,0,1,0,14,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,1,1,0,0,0,,,,,,,8,8,5,,,,,,,,0,100,0,50,,,,,,,,
ec_hlala_uphilile_clinic_2013_09_18,Hlala Uphilile Clinic,Hlala Uphilile Clinic,CLINIC,Chris Hani District Municipality,Emalahleni Health sub-District,,0459431472,0715537990,,Sr Zegele N.,RURAL,Facility Owner - Government - Prov,Dordrecht,,Sinako Township,"Eastern Cape Province
(-31.377135, 27.037944)",23,27, N/A,21, N/A,14,37,25,25,13,0,67,24,20,7,25,6,46,2,0,,,,2,0,0,1,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,,,,,,,8,8,5,,,,,,,,50,100,0,0,,25,,,,,,
ec_hlamandana_clinic_2013_09_17,Hlamandana Clinic,Hlamandana Clinic,CLINIC,Alfred Nzo District Municipality,Umzimvubu Health sub-District,,,0833781167 / 0837513458,,NOXOLISA MADULA,RURAL,Facility Owner - Government - Prov,BIZANA,ST PTRICKS HOSP P/B X531,"LUDEKA MISSION, NEXT TO METHODIST CHURCH","Eastern Cape Province
(-30.817607, 29.720654)",42,36, N/A,45, N/A,34,63,30,40,49,10,0,37,28,67,50,40,70,4,0,,,,0,0,3,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,8,8,5,,,,,,,,0,0,0,,0,40,,,,,,
ec_hlangalane_clinic_2013_09_19,Hlangalane Clinic,Hlangalane Clinic,CLINIC,Joe Gqabi District Municipality,Elundini Health sub-District,,,0833780738,,C.M. TSOLO,RURAL,Facility Owner - Government - Prov,MT FLETCHER,HLANGALANE CLINIC,RAMATEE LOC,"Eastern Cape Province
(-30.963845, 28.529668)",87,81, N/A,89, N/A,79,78,90,100,96,90,100,93,83,93,99,75,83,2,0,,,,1,0,1,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,1,0,0,0,,,,,,,8,8,7,,,,,,,,100,100,100,100,100,100,,,,,,
ec_hlankomo_clinic_2013_09_19,Hlankomo Clinic,Hlankomo Clinic,CLINIC,Joe Gqabi District Municipality,Elundini Health sub-District,,,0718543779,,AF NDZANDZEKA,RURAL,Facility Owner - Government - Prov,MOUNT FLETCHER,PRIVATE BAG X1129,MCAMBALALA LOCATION,"Eastern Cape Province
(-30.929601, 28.419166)",58,51, N/A,61, N/A,48,69,38,75,88,37,100,47,46,93,82,60,80,4,1,,,,8,0,1,1,0,1,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,3,0,1,0,0,0,,,,,,,24,24,7,24,7,,,,,,100,100,0,100,100,75,,,,,,
ec_hlomendlini_clinic_2013_09_19,Hlomendlini Clinic,Hlomendlini Clinic,CLINIC,Joe Gqabi District Municipality,Senqu Health sub-District,,,0718543803,,A.F. RAMOTSAMAI,RURAL,Facility Owner - Government - Prov,STERKSPRUIT,MANXEBA,HLOMENDLINI CLINIC,"Eastern Cape Province
(-30.5861, 27.263198)",47,42, N/A,50, N/A,40,65,39,62,43,47,67,51,33,73,36,38,78,2,0,,,,1,1,1,1,0,1,5,2,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,2,0,0,0,0,,,,,,,8,8,5,,,,,,,,50,100,50,0,,,,,,,,
ec_hobeni_clinic_2013_09_17,Hobeni Clinic,Hobeni Clinic,CLINIC,Amathole District Municipality,Mbhashe Health sub-District,,083 3033 912,082 7341 706,,K Jibilika,RURAL,Facility Owner - Government - Prov,Elliotdale,PO Box 222,Hobeni Clinic,"Eastern Cape Province
(-32.184044, 28.878765)",57,54, N/A,59, N/A,51,54,62,38,70,40,33,65,49,86,70,42,55,2,1,,,,2,0,2,1,0,1,5,7,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,,,,,,,8,8,5,,,,,,,,50,0,0,0,,,,,,,,
ec_hofmeyer_clinic_2013_09_18,Hofmeyer Clinic,Hofmeyer Clinic,CLINIC,Chris Hani District Municipality,Inxuba Yethemba Health sub-District,0488850077,0488850078,0732062019,,Hofmeyer Town,RURAL,Facility Owner - Government - Prov,Hofmeyer,32 School Town,32 School Street,"Eastern Cape Province
(-31.655724, 25.804267)",56,51, N/A,57, N/A,39,70,57,57,51,67,67,45,50,62,71,21,94,4,0,,,,6,1,2,1,0,1,2,7,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,10,0,0,0,0,0,,,,,,,8,8,5,,,,,,,,50,100,0,50,,,,,,,,
ec_holy_cross_hospital_2013_03_26,Holy Cross Hospital,Holy Cross Hospital,DISTRICT HOSPITAL,Oliver Tambo District Municipality,Qaukeni Health sub-District,0392523002,0392523000-1 / 0392522026-7,0833780224,ngumbelamk@yahoo.com,MRS M.N.K. NGUMBELA,RURAL,Facility Owner - Government - Prov,FLAGSTAFF,P/BAG X1001,,"Eastern Cape Province
(-31.148278, 29.676084)",78,76, N/A,79, N/A,68,80,86,48,82,78,67,75,78,85,87,63,74,,,7,0,,123,0,54,19,0,88,0,7,0,0,0,40,31,0,0,0,0,5,14,0,8,9,0,5,17,0,9,0,2,2,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,1,0,4,,,,,,,,,,,,,8,,,24,,7,24,7,8,5,100,,,,,48,50,0,0,,,
ec_holy_cross_phc_clinic_2013_09_18,Holy Cross PHC Clinic,Holy Cross PHC Clinic,CLINIC,Oliver Tambo District Municipality,Qaukeni Health sub-District,,0392537522,0833314979,,MRS GN SMALL,RURAL,Facility Owner - Government - Prov,HOLY CROSS,P/BAG X1001,"TANENI LOCATION, LUSIKISIKI","Eastern Cape Province
(-31.148278, 29.676084)",70,64, N/A,73, N/A,59,78,55,88,91,33,100,69,56,93,83,83,85,2,0,,,,6,0,3,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,2,2,3,1,0,0,,,,,,,8,8,5,,,,,,,,100,100,50,100,100,,,,,,,
ec_horseshoe_clinic_2013_09_18,Horseshoe Clinic,Horseshoe Clinic,CLINIC,Cacadu District Municipality,Camdeboo Health sub-District,049 892 2821,049 807 5700,076 396 5663,,M Johnson,RURAL,Facility Owner - Government - Prov,Graaf Reinet,Po Box 52,North Street,"Eastern Cape Province
(-32.248514, 24.534568)",57,58, N/A,56, N/A,59,71,51,50,50,1,67,68,46,44,58,45,77,3,0,,,,0,0,2,0,0,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,8,8,5,,,,,,,,50,100,0,50,,50,,,,,,
ec_horton_clinic_2013_09_17,Horton Clinic,Horton Clinic,CLINIC,Amathole District Municipality,Amahlathi Health sub-District,,0406739189,0835473337,,Tenjiswa Mgquba,RURAL,Facility Owner - Government - Prov,Peddie,Buffalo SubDistrict,Horton Location,"Eastern Cape Province
(-33.112276, 27.021561)",40,31, N/A,44, N/A,40,66,24,57,47,0,0,37,25,44,62,26,82,2,0,,,,1,0,2,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,,,,,,,8,8,,,5,,,,,,0,0,0,0,0,,,,,,,
ec_hukuwa_clinic_2013_09_18,Hukuwa Clinic,Hukuwa Clinic,CLINIC,Chris Hani District Municipality,Lukhanji Health sub-District,,0408419398,0718595898,,Mxashimba M.B,RURAL,Facility Owner - Government - Prov,Whittlesea,Private Bag 336,Hukuwa Village,"Eastern Cape Province
(-32.155198, 26.6598)",55,59, N/A,53, N/A,31,70,47,29,87,0,0,32,39,85,79,73,88,2,0,,,,1,1,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,1,1,0,2,0,0,0,,,,,,,8,8,5,,,,,,,,0,0,0,0,0,,,,,,,
ec_humansdorp_clinic_2013_09_18,Humansdorp Clinic,Humansdorp Clinic,CLINIC,Cacadu District Municipality,Kouga Health sub-District,042 2952 773,042 200 8319,073 894 7094,,SRM Mahanjana,RURAL,Facility Owner - Government - Prov,Humansdorp,Corner Park and kobese Street,Corner Park and kobese Street,"Eastern Cape Province
(-34.035093, 24.775393)",39,46, N/A,36, N/A,30,49,33,43,47,33,0,35,33,40,67,23,53,7,0,,,,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,,,,,,,8,8,5,,,,,,,,0,0,0,50,0,,,,,,,
ec_humansdorp_hospital_2013_03_26,Humansdorp Hospital,Humansdorp Hospital,DISTRICT HOSPITAL,Cacadu District Municipality,Kouga Health sub-District,042 291 0246,042 200 4201,083 378 1824,johan.wiggil@impilo.ecprov.gov.za,Mr J Wiggil,URBAN,Facility Owner - Government - Prov,Humansdorp,P/Bag X536,Duplessis Str.,"Eastern Cape Province
(-34.029998, 24.780098)",72,78, N/A,68, N/A,70,83,78,65,54,52,57,88,69,28,70,58,89,,,0,0,,54,0,35,38,0,23,0,0,7,0,0,19,21,0,0,12,0,3,0,0,5,10,0,4,35,4,10,3,0,6,2,0,2,0,0,0,8,0,2,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,4,36,0,29,6,0,1,,,,,,,8,,,24,,7,24,7,8,5,100,0,,,,,,100,0,,,
ec_ibika_clinic_2013_09_17,Ibika Clinic,Ibika Clinic,CLINIC,Amathole District Municipality,Mnquma Health sub-District,0474910771,,0764409095,,N. Banjatwa,RURAL,Facility Owner - Government - Prov,"Ibika,","Private Bag X 3080, Butterworth,",,"Eastern Cape Province
(-32.301684, 28.213494)",31,32, N/A,30, N/A,15,22,44,12,49,33,0,39,23,53,47,14,24,3,0,,,,7,0,3,0,0,2,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,0,0,0,,,,,,,8,8,5,,,,,,,,0,0,0,0,0,,,,,,,
ec_idutywa_nqabara_clinic_2013_09_17,Idutywa Nqabara Clinic,Idutywa Nqabara Clinic,CLINIC,Amathole District Municipality,Mbhashe Health sub-District,nono,073 396 6194,073 224 4021,,N.L Maggabi,RURAL,Facility Owner - Government - Prov,Dutywa Nqabara,,,"Eastern Cape Province
(-32.101122, 28.454407)",84,77, N/A,87, N/A,76,73,84,100,100,83,100,71,80,100,100,100,85,4,0,,,,6,0,1,2,0,1,5,7,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,,,,,,,,,,,,,,,,,100,,,100,100,100,,,,,,
ec_idutywa_village_chc_2013_09_17,Idutywa Village CHC,Idutywa Village CHC,CHC,Amathole District Municipality,Mbhashe Health sub-District,047 489 4023,047 489 4000,083 282 7686,,Mrs CK Siwendu,RURAL,Facility Owner - Government - Prov,Private Bag 1232,Idutywa,R408 Way to Willovale,"Eastern Cape Province
(-32.107531, 28.3139)",56,59, N/A,55, N/A,61,52,57,67,52,60,0,74,47,60,61,40,49,,0,11,1,,14,36,14,0,18,0,0,0,8,0,0,0,8,2,0,4,0,0,4,0,5,5,0,4,16,1,1,0,1,0,3,0,3,0,0,6,0,0,0,3,0,3,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,1,24,0,9,0,0,0,,,,,,,8,24,5,24,,7,24,7,,,,0,100,,0,,,,,,,
ec_ikamvelihle_clinic_2013_09_20,Ikamvelihle Clinic,Ikamvelihle Clinic,CLINIC,Nelson Mandela Bay Municipality,Nelson Mandela A Health sub-District,,041 506 1060/1132,082 798 9707,ikamvelihleclinicshn@mandelametro.gov.za,NC Backie,URBAN,Facility Owner - Government - Prov,Motherwell,PO Box 296,Corner Jwaga Enkwenkwezi Stret,"Eastern Cape Province
(-33.793258, 25.613033)",55,57, N/A,54, N/A,56,57,51,60,60,39,33,54,50,64,75,50,55,6,1,,,,3,0,5,1,0,1,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,,,,,,,8,8,5,,,,,,,,0,100,0,100,,60,,,,,,
ec_ilinge_clinic_2013_09_18,Ilinge Clinic,Ilinge Clinic,CLINIC,Chris Hani District Municipality,Lukhanji Health sub-District,,0478729053,0718595672,,Maxama .M.S,URBAN,Facility Owner - Government - Prov,Iline Township,Box Ilinge 5333,Baliso Street,"Eastern Cape Province
(-31.977343, 27.040419)",77,74, N/A,78, N/A,47,96,70,86,91,83,100,71,70,79,88,60,99,5,0,,,,0,0,0,0,0,1,0,0,10,0,0,1,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,0,0,0,,,,,,,8,8,5,,,,,,,,100,100,50,100,100,,,,,,,
ec_ilita_clinic_2013_09_17,Ilita Clinic,Ilita Clinic,CLINIC,Buffalo City Metropolitan Municipality,Buffalo City Health sub-District,,0406475006,0730349105,,Claribel Coceka Mqoboli,URBAN,Facility Owner - Government - Prov,Ilitha,PO Ilitha,Ilita Township,"Eastern Cape Province
(-32.889788, 27.534048)",32,33, N/A,32, N/A,21,49,32,12,37,0,0,29,21,47,33,38,52,2,0,,,,1,0,4,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,,,,,,,8,8,,,5,,,,,,0,0,0,0,0,,,,,,,
ec_imidange_clinic_2013_09_17,Imidange Clinic,Imidange Clinic,CLINIC,Buffalo City Metropolitan Municipality,Buffalo City Health sub-District,,0406360222,0834914433,,Sister J.N. Lubelwana,RURAL,Facility Owner - Government - Prov,King Williams Town,Buffalo City SubDistrict,Imidanga Village,"Eastern Cape Province
(-32.779608, 27.486798)",31,28, N/A,33, N/A,26,30,38,50,18,67,33,48,25,42,6,9,47,3,0,,,,2,0,1,2,0,0,1,8,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,,,,,,,8,8,,,5,,,,,,50,0,50,0,,50,,,,,,
ec_imizamo_yetho_clinic_2013_09_18,Imizamo Yetho Clinic,Imizamo Yetho Clinic,CLINIC,Cacadu District Municipality,Kouga Health sub-District,042 283 0546,042 283 0546,083 235 8532,amanda@igen.co.za,A,RURAL,Facility Owner - Government - Prov,Patensie,PO Box 277,Tierstreet Ramaphosa Village,"Eastern Cape Province
(-33.742686, 24.796878)",34,40, N/A,31, N/A,40,33,34,25,35,0,0,45,25,40,37,23,42,3,0,,,,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,,,,,,,8,8,5,,,,,,,,0,0,0,0,0,25,,,,,,
