GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1977,1977,,AFR,Africa,,ZAF,1977,1977,South Africa,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,26.3 [24.3-28.2],26.30000,24.30000,28.20000,,,
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1978,1978,,AFR,Africa,,ZAF,1978,1978,South Africa,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,26.3 [24.5-28.2],26.30000,24.50000,28.20000,,,
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1992,1992,,AFR,Africa,,ZAF,1992,1992,South Africa,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,27.3 [26.6-28.0],27.30000,26.60000,28.00000,,,
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1993,1993,,AFR,Africa,,ZAF,1993,1993,South Africa,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,27.4 [26.7-28.0],27.40000,26.70000,28.00000,,,
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1994,1994,,AFR,Africa,,ZAF,1994,1994,South Africa,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,27.4 [26.8-28.1],27.40000,26.80000,28.10000,,,
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1995,1995,,AFR,Africa,,ZAF,1995,1995,South Africa,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,27.5 [26.9-28.1],27.50000,26.90000,28.10000,,,
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2008,2008,,AFR,Africa,,ZAF,2008,2008,South Africa,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,28.7 [28.3-29.0],28.70000,28.30000,29.00000,,,
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2009,2009,,AFR,Africa,,ZAF,2009,2009,South Africa,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,28.8 [28.4-29.1],28.80000,28.40000,29.10000,,,
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2010,2010,,AFR,Africa,,ZAF,2010,2010,South Africa,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,28.9 [28.5-29.2],28.90000,28.50000,29.20000,,,
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2011,2011,,AFR,Africa,,ZAF,2011,2011,South Africa,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,28.9 [28.6-29.3],28.90000,28.60000,29.30000,,,
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2012,2012,,AFR,Africa,,ZAF,2012,2012,South Africa,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,29.0 [28.6-29.4],29.00000,28.60000,29.40000,,,
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1975,1975,,AFR,Africa,,ZAF,1975,1975,South Africa,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,22.0 [20.1-24.0],22.00000,20.10000,24.00000,,,
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1976,1976,,AFR,Africa,,ZAF,1976,1976,South Africa,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,22.1 [20.3-24.0],22.10000,20.30000,24.00000,,,
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1977,1977,,AFR,Africa,,ZAF,1977,1977,South Africa,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,22.2 [20.5-23.9],22.20000,20.50000,23.90000,,,
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1978,1978,,AFR,Africa,,ZAF,1978,1978,South Africa,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,22.3 [20.7-23.9],22.30000,20.70000,23.90000,,,
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1992,1992,,AFR,Africa,,ZAF,1992,1992,South Africa,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,23.5 [22.9-24.1],23.50000,22.90000,24.10000,,,
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1993,1993,,AFR,Africa,,ZAF,1993,1993,South Africa,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,23.6 [23.0-24.1],23.60000,23.00000,24.10000,,,
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1994,1994,,AFR,Africa,,ZAF,1994,1994,South Africa,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,23.6 [23.1-24.2],23.60000,23.10000,24.20000,,,
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1995,1995,,AFR,Africa,,ZAF,1995,1995,South Africa,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,23.7 [23.2-24.2],23.70000,23.20000,24.20000,,,
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2008,2008,,AFR,Africa,,ZAF,2008,2008,South Africa,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,24.6 [24.3-24.9],24.60000,24.30000,24.90000,,,
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2009,2009,,AFR,Africa,,ZAF,2009,2009,South Africa,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,24.7 [24.4-25.0],24.70000,24.40000,25.00000,,,
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2010,2010,,AFR,Africa,,ZAF,2010,2010,South Africa,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,24.7 [24.4-25.0],24.70000,24.40000,25.00000,,,
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2011,2011,,AFR,Africa,,ZAF,2011,2011,South Africa,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,24.8 [24.4-25.1],24.80000,24.40000,25.10000,,,
NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2012,2012,,AFR,Africa,,ZAF,2012,2012,South Africa,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,24.8 [24.5-25.2],24.80000,24.50000,25.20000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1975,1975,,AFR,Africa,,ZAF,1975,1975,South Africa,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,23.8 [22.4-25.2],23.80000,22.40000,25.20000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1976,1976,,AFR,Africa,,ZAF,1976,1976,South Africa,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,23.9 [22.5-25.2],23.90000,22.50000,25.20000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1977,1977,,AFR,Africa,,ZAF,1977,1977,South Africa,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,23.9 [22.7-25.1],23.90000,22.70000,25.10000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1978,1978,,AFR,Africa,,ZAF,1978,1978,South Africa,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,24.0 [22.9-25.1],24.00000,22.90000,25.10000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1992,1992,,AFR,Africa,,ZAF,1992,1992,South Africa,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,25.1 [24.6-25.5],25.10000,24.60000,25.50000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1993,1993,,AFR,Africa,,ZAF,1993,1993,South Africa,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,25.1 [24.7-25.6],25.10000,24.70000,25.60000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1994,1994,,AFR,Africa,,ZAF,1994,1994,South Africa,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,25.2 [24.8-25.6],25.20000,24.80000,25.60000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1995,1995,,AFR,Africa,,ZAF,1995,1995,South Africa,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,25.3 [24.9-25.7],25.30000,24.90000,25.70000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2008,2008,,AFR,Africa,,ZAF,2008,2008,South Africa,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,26.5 [26.2-26.7],26.50000,26.20000,26.70000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2009,2009,,AFR,Africa,,ZAF,2009,2009,South Africa,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,26.5 [26.3-26.8],26.50000,26.30000,26.80000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2010,2010,,AFR,Africa,,ZAF,2010,2010,South Africa,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,26.6 [26.4-26.8],26.60000,26.40000,26.80000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2011,2011,,AFR,Africa,,ZAF,2011,2011,South Africa,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,26.7 [26.4-26.9],26.70000,26.40000,26.90000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2012,2012,,AFR,Africa,,ZAF,2012,2012,South Africa,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,26.8 [26.5-27.0],26.80000,26.50000,27.00000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1975,1975,,AFR,Africa,,ZAF,1975,1975,South Africa,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,25.8 [23.7-27.9],25.80000,23.70000,27.90000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1976,1976,,AFR,Africa,,ZAF,1976,1976,South Africa,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,25.8 [23.9-27.8],25.80000,23.90000,27.80000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1977,1977,,AFR,Africa,,ZAF,1977,1977,South Africa,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,25.9 [24.0-27.7],25.90000,24.00000,27.70000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1978,1978,,AFR,Africa,,ZAF,1978,1978,South Africa,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,26.0 [24.2-27.7],26.00000,24.20000,27.70000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1992,1992,,AFR,Africa,,ZAF,1992,1992,South Africa,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,26.9 [26.2-27.6],26.90000,26.20000,27.60000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1993,1993,,AFR,Africa,,ZAF,1993,1993,South Africa,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,26.9 [26.3-27.6],26.90000,26.30000,27.60000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1994,1994,,AFR,Africa,,ZAF,1994,1994,South Africa,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,27.0 [26.4-27.6],27.00000,26.40000,27.60000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1995,1995,,AFR,Africa,,ZAF,1995,1995,South Africa,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,27.1 [26.6-27.7],27.10000,26.60000,27.70000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2008,2008,,AFR,Africa,,ZAF,2008,2008,South Africa,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,28.4 [28.1-28.7],28.40000,28.10000,28.70000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2009,2009,,AFR,Africa,,ZAF,2009,2009,South Africa,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,28.5 [28.2-28.8],28.50000,28.20000,28.80000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2010,2010,,AFR,Africa,,ZAF,2010,2010,South Africa,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,28.6 [28.3-28.9],28.60000,28.30000,28.90000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2011,2011,,AFR,Africa,,ZAF,2011,2011,South Africa,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,28.7 [28.3-29.1],28.70000,28.30000,29.10000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2012,2012,,AFR,Africa,,ZAF,2012,2012,South Africa,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,28.8 [28.4-29.2],28.80000,28.40000,29.20000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1975,1975,,AFR,Africa,,ZAF,1975,1975,South Africa,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,21.7 [19.9-23.6],21.70000,19.90000,23.60000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1976,1976,,AFR,Africa,,ZAF,1976,1976,South Africa,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,21.8 [20.1-23.6],21.80000,20.10000,23.60000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1977,1977,,AFR,Africa,,ZAF,1977,1977,South Africa,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,21.9 [20.3-23.5],21.90000,20.30000,23.50000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1978,1978,,AFR,Africa,,ZAF,1978,1978,South Africa,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,22.0 [20.4-23.5],22.00000,20.40000,23.50000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1992,1992,,AFR,Africa,,ZAF,1992,1992,South Africa,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,23.1 [22.6-23.7],23.10000,22.60000,23.70000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1993,1993,,AFR,Africa,,ZAF,1993,1993,South Africa,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,23.2 [22.7-23.8],23.20000,22.70000,23.80000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1994,1994,,AFR,Africa,,ZAF,1994,1994,South Africa,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,23.3 [22.8-23.8],23.30000,22.80000,23.80000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1995,1995,,AFR,Africa,,ZAF,1995,1995,South Africa,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,23.4 [22.9-23.9],23.40000,22.90000,23.90000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2008,2008,,AFR,Africa,,ZAF,2008,2008,South Africa,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,24.3 [24.0-24.6],24.30000,24.00000,24.60000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2009,2009,,AFR,Africa,,ZAF,2009,2009,South Africa,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,24.4 [24.1-24.7],24.40000,24.10000,24.70000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2010,2010,,AFR,Africa,,ZAF,2010,2010,South Africa,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,24.4 [24.1-24.7],24.40000,24.10000,24.70000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2011,2011,,AFR,Africa,,ZAF,2011,2011,South Africa,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,24.5 [24.1-24.8],24.50000,24.10000,24.80000,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2012,2012,,AFR,Africa,,ZAF,2012,2012,South Africa,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,24.5 [24.2-24.9],24.50000,24.20000,24.90000,,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1975,1975,,AFR,Africa,,ZAF,1975,1975,South Africa,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,15.6 [9.5-23.5],15.60000,9.50000,23.50000,,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1989,1989,,AFR,Africa,,ZAF,1989,1989,South Africa,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,21.4 [16.7-26.9],21.40000,16.70000,26.90000,,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1990,1990,,AFR,Africa,,ZAF,1990,1990,South Africa,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,21.9 [17.2-27.4],21.90000,17.20000,27.40000,,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1991,1991,,AFR,Africa,,ZAF,1991,1991,South Africa,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,22.5 [17.8-27.8],22.50000,17.80000,27.80000,,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1992,1992,,AFR,Africa,,ZAF,1992,1992,South Africa,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,23.1 [18.4-28.3],23.10000,18.40000,28.30000,,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2005,2005,,AFR,Africa,,ZAF,2005,2005,South Africa,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,31.8 [27.5-36.2],31.80000,27.50000,36.20000,,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2006,2006,,AFR,Africa,,ZAF,2006,2006,South Africa,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,32.5 [28.3-37.0],32.50000,28.30000,37.00000,,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2007,2007,,AFR,Africa,,ZAF,2007,2007,South Africa,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,33.3 [29.0-37.8],33.30000,29.00000,37.80000,,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2008,2008,,AFR,Africa,,ZAF,2008,2008,South Africa,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,34.0 [29.7-38.7],34.00000,29.70000,38.70000,,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2009,2009,,AFR,Africa,,ZAF,2009,2009,South Africa,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,34.8 [30.4-39.5],34.80000,30.40000,39.50000,,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1975,1975,,AFR,Africa,,ZAF,1975,1975,South Africa,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,38.9 [29.3-49.0],38.90000,29.30000,49.00000,,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1989,1989,,AFR,Africa,,ZAF,1989,1989,South Africa,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,47.9 [41.6-54.3],47.90000,41.60000,54.30000,,,
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1990,1990,,AFR,Africa,,ZAF,1990,1990,South Africa,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,48.6 [42.6-54.8],48.60000,42.60000,54.80000,,,
