GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,2011,2011,,AFR,Africa,,WB_UMI,2011,2011,Upper-middle-income,,ZAF,South Africa,, 370 000 [ 200 000- 590 000],370000.00000,200000.00000,590000.00000,,,
TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,2012,2012,,AFR,Africa,,WB_UMI,2012,2012,Upper-middle-income,,ZAF,South Africa,, 370 000 [ 210 000- 590 000],370000.00000,210000.00000,590000.00000,,,
TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,2013,2013,,AFR,Africa,,WB_UMI,2013,2013,Upper-middle-income,,ZAF,South Africa,, 380 000 [ 210 000- 590 000],380000.00000,210000.00000,590000.00000,,,
TB_e_prev_num,Number of prevalent tuberculosis cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1472,PUBLISHED,Published,,2014,2014,,AFR,Africa,,WB_UMI,2014,2014,Upper-middle-income,,ZAF,South Africa,, 380 000 [ 210 000- 590 000],380000.00000,210000.00000,590000.00000,,,
TB_hiv_cpt_pct,HIV-positive TB patients on CPT (co-trimoxazole preventive therapy) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3430,PUBLISHED,Published,,2003,2003,,AFR,Africa,,WB_UMI,2003,2003,Upper-middle-income,,ZAF,South Africa,,100,100.00000,,,,,
TB_hiv_cpt_pct,HIV-positive TB patients on CPT (co-trimoxazole preventive therapy) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3430,PUBLISHED,Published,,2004,2004,,AFR,Africa,,WB_UMI,2004,2004,Upper-middle-income,,ZAF,South Africa,,100,100.00000,,,,,
TB_hiv_cpt_pct,HIV-positive TB patients on CPT (co-trimoxazole preventive therapy) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3430,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_UMI,2005,2005,Upper-middle-income,,ZAF,South Africa,,100,100.00000,,,,,
TB_hiv_cpt_pct,HIV-positive TB patients on CPT (co-trimoxazole preventive therapy) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3430,PUBLISHED,Published,,2006,2006,,AFR,Africa,,WB_UMI,2006,2006,Upper-middle-income,,ZAF,South Africa,,98,98.00000,,,,,
TB_hiv_cpt_pct,HIV-positive TB patients on CPT (co-trimoxazole preventive therapy) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3430,PUBLISHED,Published,,2007,2007,,AFR,Africa,,WB_UMI,2007,2007,Upper-middle-income,,ZAF,South Africa,,67,67.00000,,,,,
TB_hiv_cpt_pct,HIV-positive TB patients on CPT (co-trimoxazole preventive therapy) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3430,PUBLISHED,Published,,2008,2008,,AFR,Africa,,WB_UMI,2008,2008,Upper-middle-income,,ZAF,South Africa,,72,72.00000,,,,,
TB_hiv_cpt_pct,HIV-positive TB patients on CPT (co-trimoxazole preventive therapy) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3430,PUBLISHED,Published,,2009,2009,,AFR,Africa,,WB_UMI,2009,2009,Upper-middle-income,,ZAF,South Africa,,71,71.00000,,,,,
TB_hiv_cpt_pct,HIV-positive TB patients on CPT (co-trimoxazole preventive therapy) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3430,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_UMI,2010,2010,Upper-middle-income,,ZAF,South Africa,,74,74.00000,,,,,
TB_hiv_cpt_pct,HIV-positive TB patients on CPT (co-trimoxazole preventive therapy) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3430,PUBLISHED,Published,,2011,2011,,AFR,Africa,,WB_UMI,2011,2011,Upper-middle-income,,ZAF,South Africa,,77,77.00000,,,,,
TB_hiv_cpt_pct,HIV-positive TB patients on CPT (co-trimoxazole preventive therapy) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3430,PUBLISHED,Published,,2012,2012,,AFR,Africa,,WB_UMI,2012,2012,Upper-middle-income,,ZAF,South Africa,,78,78.00000,,,,,
TB_hiv_cpt_pct,HIV-positive TB patients on CPT (co-trimoxazole preventive therapy) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3430,PUBLISHED,Published,,2013,2013,,AFR,Africa,,WB_UMI,2013,2013,Upper-middle-income,,ZAF,South Africa,,84,84.00000,,,,,
TB_hiv_cpt_pct,HIV-positive TB patients on CPT (co-trimoxazole preventive therapy) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3430,PUBLISHED,Published,,2014,2014,,AFR,Africa,,WB_UMI,2014,2014,Upper-middle-income,,ZAF,South Africa,,86,86.00000,,,,,
TB_sldst_avail,Second-line drug susceptibility testing (DST) available,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1372,PUBLISHED,Published,,2007,2007,,AFR,Africa,,WB_UMI,2007,2007,Upper-middle-income,,ZAF,South Africa,,"Yes, within the country",,,,,,
TB_sldst_avail,Second-line drug susceptibility testing (DST) available,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1372,PUBLISHED,Published,,2008,2008,,AFR,Africa,,WB_UMI,2008,2008,Upper-middle-income,,ZAF,South Africa,,"Yes, within the country",,,,,,
TB_sldst_avail,Second-line drug susceptibility testing (DST) available,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1372,PUBLISHED,Published,,2009,2009,,AFR,Africa,,WB_UMI,2009,2009,Upper-middle-income,,ZAF,South Africa,,"Yes, using laboratories within and outside the country",,,,,,
TB_sldst_avail,Second-line drug susceptibility testing (DST) available,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1372,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_UMI,2010,2010,Upper-middle-income,,ZAF,South Africa,,"Yes, within the country",,,,,,
TB_sldst_avail,Second-line drug susceptibility testing (DST) available,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1372,PUBLISHED,Published,,2011,2011,,AFR,Africa,,WB_UMI,2011,2011,Upper-middle-income,,ZAF,South Africa,,"Yes, within the country",,,,,,
TB_sldst_avail,Second-line drug susceptibility testing (DST) available,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1372,PUBLISHED,Published,,2012,2012,,AFR,Africa,,WB_UMI,2012,2012,Upper-middle-income,,ZAF,South Africa,,"Yes, within the country",,,,,,
TB_sldst_avail,Second-line drug susceptibility testing (DST) available,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1372,PUBLISHED,Published,,2013,2013,,AFR,Africa,,WB_UMI,2013,2013,Upper-middle-income,,ZAF,South Africa,,"Yes, within the country",,,,,,
TB_sldst_avail,Second-line drug susceptibility testing (DST) available,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1372,PUBLISHED,Published,,2014,2014,,AFR,Africa,,WB_UMI,2014,2014,Upper-middle-income,,ZAF,South Africa,,"Yes, within the country",,,,,,
TB_c_lab_sm_100k,Laboratories providing tuberculosis diagnostic services using sputum smear microscopy (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1369,PUBLISHED,Published,,2006,2006,,AFR,Africa,,WB_UMI,2006,2006,Upper-middle-income,,ZAF,South Africa,,0.3,0.30000,,,,,
TB_c_lab_sm_100k,Laboratories providing tuberculosis diagnostic services using sputum smear microscopy (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1369,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_UMI,2005,2005,Upper-middle-income,,ZAF,South Africa,,0.3,0.30000,,,,,
TB_c_lab_sm_100k,Laboratories providing tuberculosis diagnostic services using sputum smear microscopy (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1369,PUBLISHED,Published,,2014,2014,,AFR,Africa,,WB_UMI,2014,2014,Upper-middle-income,,ZAF,South Africa,,0.4,0.40000,,,,,
TB_c_lab_sm_100k,Laboratories providing tuberculosis diagnostic services using sputum smear microscopy (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1369,PUBLISHED,Published,,2012,2012,,AFR,Africa,,WB_UMI,2012,2012,Upper-middle-income,,ZAF,South Africa,,0.4,0.40000,,,,,
TB_c_lab_sm_100k,Laboratories providing tuberculosis diagnostic services using sputum smear microscopy (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1369,PUBLISHED,Published,,2013,2013,,AFR,Africa,,WB_UMI,2013,2013,Upper-middle-income,,ZAF,South Africa,,0.4,0.40000,,,,,
TB_c_lab_sm_100k,Laboratories providing tuberculosis diagnostic services using sputum smear microscopy (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1369,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_UMI,2010,2010,Upper-middle-income,,ZAF,South Africa,,0.5,0.50000,,,,,
TB_c_lab_sm_100k,Laboratories providing tuberculosis diagnostic services using sputum smear microscopy (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1369,PUBLISHED,Published,,2011,2011,,AFR,Africa,,WB_UMI,2011,2011,Upper-middle-income,,ZAF,South Africa,,0.5,0.50000,,,,,
TB_c_lab_sm_100k,Laboratories providing tuberculosis diagnostic services using sputum smear microscopy (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1369,PUBLISHED,Published,,2007,2007,,AFR,Africa,,WB_UMI,2007,2007,Upper-middle-income,,ZAF,South Africa,,0.5,0.50000,,,,,
TB_c_lab_sm_100k,Laboratories providing tuberculosis diagnostic services using sputum smear microscopy (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1369,PUBLISHED,Published,,2009,2009,,AFR,Africa,,WB_UMI,2009,2009,Upper-middle-income,,ZAF,South Africa,,0.5,0.50000,,,,,
TB_c_lab_sm_100k,Laboratories providing tuberculosis diagnostic services using sputum smear microscopy (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1369,PUBLISHED,Published,,2008,2008,,AFR,Africa,,WB_UMI,2008,2008,Upper-middle-income,,ZAF,South Africa,,0.5,0.50000,,,,,
TB_c_lab_dst_5m,Laboratories providing drug susceptibility testing (DST) (per 5 million population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/ 2715,PUBLISHED,Published,,2006,2006,,AFR,Africa,,WB_UMI,2006,2006,Upper-middle-income,,ZAF,South Africa,,0.8,0.80000,,,,,
TB_c_lab_dst_5m,Laboratories providing drug susceptibility testing (DST) (per 5 million population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/ 2715,PUBLISHED,Published,,2007,2007,,AFR,Africa,,WB_UMI,2007,2007,Upper-middle-income,,ZAF,South Africa,,1.0,1.00000,,,,,
TB_c_lab_cul_5m,Laboratories providing tuberculosis diagnostic services using culture (per 5 million population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1370,PUBLISHED,Published,,2014,2014,,AFR,Africa,,WB_UMI,2014,2014,Upper-middle-income,,ZAF,South Africa,,1.1,1.10000,,,,,
TB_c_lab_dst_5m,Laboratories providing drug susceptibility testing (DST) (per 5 million population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/ 2715,PUBLISHED,Published,,2014,2014,,AFR,Africa,,WB_UMI,2014,2014,Upper-middle-income,,ZAF,South Africa,,1.1,1.10000,,,,,
TB_c_lab_dst_5m,Laboratories providing drug susceptibility testing (DST) (per 5 million population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/ 2715,PUBLISHED,Published,,2008,2008,,AFR,Africa,,WB_UMI,2008,2008,Upper-middle-income,,ZAF,South Africa,,1.2,1.20000,,,,,
TB_c_lab_cul_5m,Laboratories providing tuberculosis diagnostic services using culture (per 5 million population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1370,PUBLISHED,Published,,2006,2006,,AFR,Africa,,WB_UMI,2006,2006,Upper-middle-income,,ZAF,South Africa,,1.3,1.30000,,,,,
TB_c_lab_cul_5m,Laboratories providing tuberculosis diagnostic services using culture (per 5 million population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1370,PUBLISHED,Published,,2011,2011,,AFR,Africa,,WB_UMI,2011,2011,Upper-middle-income,,ZAF,South Africa,,1.4,1.40000,,,,,
TB_c_lab_cul_5m,Laboratories providing tuberculosis diagnostic services using culture (per 5 million population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1370,PUBLISHED,Published,,2013,2013,,AFR,Africa,,WB_UMI,2013,2013,Upper-middle-income,,ZAF,South Africa,,1.4,1.40000,,,,,
TB_c_lab_cul_5m,Laboratories providing tuberculosis diagnostic services using culture (per 5 million population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1370,PUBLISHED,Published,,2012,2012,,AFR,Africa,,WB_UMI,2012,2012,Upper-middle-income,,ZAF,South Africa,,1.4,1.40000,,,,,
TB_c_lab_dst_5m,Laboratories providing drug susceptibility testing (DST) (per 5 million population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/ 2715,PUBLISHED,Published,,2011,2011,,AFR,Africa,,WB_UMI,2011,2011,Upper-middle-income,,ZAF,South Africa,,1.4,1.40000,,,,,
TB_c_lab_dst_5m,Laboratories providing drug susceptibility testing (DST) (per 5 million population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/ 2715,PUBLISHED,Published,,2013,2013,,AFR,Africa,,WB_UMI,2013,2013,Upper-middle-income,,ZAF,South Africa,,1.4,1.40000,,,,,
TB_c_lab_dst_5m,Laboratories providing drug susceptibility testing (DST) (per 5 million population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/ 2715,PUBLISHED,Published,,2012,2012,,AFR,Africa,,WB_UMI,2012,2012,Upper-middle-income,,ZAF,South Africa,,1.4,1.40000,,,,,
TB_c_lab_cul_5m,Laboratories providing tuberculosis diagnostic services using culture (per 5 million population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1370,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_UMI,2010,2010,Upper-middle-income,,ZAF,South Africa,,1.5,1.50000,,,,,
TB_c_lab_cul_5m,Laboratories providing tuberculosis diagnostic services using culture (per 5 million population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1370,PUBLISHED,Published,,2007,2007,,AFR,Africa,,WB_UMI,2007,2007,Upper-middle-income,,ZAF,South Africa,,1.5,1.50000,,,,,
TB_c_lab_cul_5m,Laboratories providing tuberculosis diagnostic services using culture (per 5 million population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1370,PUBLISHED,Published,,2008,2008,,AFR,Africa,,WB_UMI,2008,2008,Upper-middle-income,,ZAF,South Africa,,1.5,1.50000,,,,,
TB_c_lab_dst_5m,Laboratories providing drug susceptibility testing (DST) (per 5 million population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/ 2715,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_UMI,2010,2010,Upper-middle-income,,ZAF,South Africa,,1.5,1.50000,,,,,
TB_c_lab_cul_5m,Laboratories providing tuberculosis diagnostic services using culture (per 5 million population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1370,PUBLISHED,Published,,2009,2009,,AFR,Africa,,WB_UMI,2009,2009,Upper-middle-income,,ZAF,South Africa,,1.6,1.60000,,,,,
TB_c_lab_dst_5m,Laboratories providing drug susceptibility testing (DST) (per 5 million population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/ 2715,PUBLISHED,Published,,2009,2009,,AFR,Africa,,WB_UMI,2009,2009,Upper-middle-income,,ZAF,South Africa,,1.6,1.60000,,,,,
TB_c_lab_cul_5m,Laboratories providing tuberculosis diagnostic services using culture (per 5 million population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1370,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_UMI,2005,2005,Upper-middle-income,,ZAF,South Africa,,1.9,1.90000,,,,,
TB_c_lab_dst_5m,Laboratories providing drug susceptibility testing (DST) (per 5 million population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/ 2715,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_UMI,2005,2005,Upper-middle-income,,ZAF,South Africa,,1.9,1.90000,,,,,
TB_c_notified,Total number of notified TB cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2014,2014,,AFR,Africa,,WB_UMI,2014,2014,Upper-middle-income,,ZAF,South Africa,, 318 193,318193.00000,,,,,
TB_c_notified,Total number of notified TB cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2013,2013,,AFR,Africa,,WB_UMI,2013,2013,Upper-middle-income,,ZAF,South Africa,, 328 896,328896.00000,,,,,
TB_c_notified,Total number of notified TB cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2012,2012,,AFR,Africa,,WB_UMI,2012,2012,Upper-middle-income,,ZAF,South Africa,, 349 582,349582.00000,,,,,
TB_c_notified,Total number of notified TB cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2011,2011,,AFR,Africa,,WB_UMI,2011,2011,Upper-middle-income,,ZAF,South Africa,, 389 974,389974.00000,,,,,
TB_c_notified,Total number of notified TB cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_UMI,2010,2010,Upper-middle-income,,ZAF,South Africa,, 396 554,396554.00000,,,,,
TB_c_notified,Total number of notified TB cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2009,2009,,AFR,Africa,,WB_UMI,2009,2009,Upper-middle-income,,ZAF,South Africa,, 405 982,405982.00000,,,,,
TB_c_notified,Total number of notified TB cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2008,2008,,AFR,Africa,,WB_UMI,2008,2008,Upper-middle-income,,ZAF,South Africa,, 388 882,388882.00000,,,,,
TB_c_notified,Total number of notified TB cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2007,2007,,AFR,Africa,,WB_UMI,2007,2007,Upper-middle-income,,ZAF,South Africa,, 353 619,353619.00000,,,,,
TB_c_notified,Total number of notified TB cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2006,2006,,AFR,Africa,,WB_UMI,2006,2006,Upper-middle-income,,ZAF,South Africa,, 341 165,341165.00000,,,,,
TB_c_notified,Total number of notified TB cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_UMI,2005,2005,Upper-middle-income,,ZAF,South Africa,, 302 467,302467.00000,,,,,
TB_c_notified,Total number of notified TB cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2004,2004,,AFR,Africa,,WB_UMI,2004,2004,Upper-middle-income,,ZAF,South Africa,, 295 150,295150.00000,,,,,
TB_c_notified,Total number of notified TB cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2003,2003,,AFR,Africa,,WB_UMI,2003,2003,Upper-middle-income,,ZAF,South Africa,, 255 422,255422.00000,,,,,
TB_effective_treatment_coverage,Tuberculosis effective treatment coverage (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4835,PUBLISHED,Published,,1999,1999,,AFR,Africa,,,1999,1999,,,ZAF,South Africa,,32.5,32.50000,,,,,
TB_effective_treatment_coverage,Tuberculosis effective treatment coverage (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4835,PUBLISHED,Published,,2000,2000,,AFR,Africa,,,2000,2000,,,ZAF,South Africa,,30.9,30.90000,,,,,
TB_effective_treatment_coverage,Tuberculosis effective treatment coverage (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4835,PUBLISHED,Published,,2001,2001,,AFR,Africa,,,2001,2001,,,ZAF,South Africa,,38.4,38.40000,,,,,
TB_effective_treatment_coverage,Tuberculosis effective treatment coverage (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4835,PUBLISHED,Published,,2002,2002,,AFR,Africa,,,2002,2002,,,ZAF,South Africa,,40.1,40.10000,,,,,
TB_effective_treatment_coverage,Tuberculosis effective treatment coverage (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4835,PUBLISHED,Published,,2003,2003,,AFR,Africa,,,2003,2003,,,ZAF,South Africa,,42.9,42.90000,,,,,
TB_effective_treatment_coverage,Tuberculosis effective treatment coverage (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4835,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,ZAF,South Africa,,39.7,39.70000,,,,,
TB_effective_treatment_coverage,Tuberculosis effective treatment coverage (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4835,PUBLISHED,Published,,2005,2005,,AFR,Africa,,,2005,2005,,,ZAF,South Africa,,44.9,44.90000,,,,,
TB_effective_treatment_coverage,Tuberculosis effective treatment coverage (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4835,PUBLISHED,Published,,2006,2006,,AFR,Africa,,,2006,2006,,,ZAF,South Africa,,46.2,46.20000,,,,,
TB_effective_treatment_coverage,Tuberculosis effective treatment coverage (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4835,PUBLISHED,Published,,2007,2007,,AFR,Africa,,,2007,2007,,,ZAF,South Africa,,51.1,51.10000,,,,,
TB_effective_treatment_coverage,Tuberculosis effective treatment coverage (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4835,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,ZAF,South Africa,,54.0,54.00000,,,,,
TB_effective_treatment_coverage,Tuberculosis effective treatment coverage (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4835,PUBLISHED,Published,,2009,2009,,AFR,Africa,,,2009,2009,,,ZAF,South Africa,,49.6,49.60000,,,,,
TB_effective_treatment_coverage,Tuberculosis effective treatment coverage (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4835,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,ZAF,South Africa,,40.3,40.30000,,,,,
TB_effective_treatment_coverage,Tuberculosis effective treatment coverage (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4835,PUBLISHED,Published,,2011,2011,,AFR,Africa,,,2011,2011,,,ZAF,South Africa,,53.1,53.10000,,,,,
TB_effective_treatment_coverage,Tuberculosis effective treatment coverage (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4835,PUBLISHED,Published,,2012,2012,,AFR,Africa,,,2012,2012,,,ZAF,South Africa,,53.1,53.10000,,,,,
TB_effective_treatment_coverage,Tuberculosis effective treatment coverage (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4835,PUBLISHED,Published,,2013,2013,,AFR,Africa,,,2013,2013,,,ZAF,South Africa,,53.0,53.00000,,,,,
TB_effective_treatment_coverage,Tuberculosis effective treatment coverage (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4835,PUBLISHED,Published,,2014,2014,,AFR,Africa,,,2014,2014,,,ZAF,South Africa,,53.0,53.00000,,,,,
TB_effective_treatment_coverage,Tuberculosis effective treatment coverage (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4835,PUBLISHED,Published,,2015,2015,,AFR,Africa,,,2015,2015,,,ZAF,South Africa,,55.1,55.10000,,,,,
TB_effective_treatment_coverage,Tuberculosis effective treatment coverage (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4835,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,ZAF,South Africa,,61.5,61.50000,,,,,
TB_effective_treatment_coverage,Tuberculosis effective treatment coverage (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4835,PUBLISHED,Published,,2017,2017,,AFR,Africa,,,2017,2017,,,ZAF,South Africa,,58.5,58.50000,,,,,
TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4462,PUBLISHED,Published,,1995,1995,,AFR,Africa,,,1995,1995,,,ZAF,South Africa,,58,58.00000,,,,,
TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4462,PUBLISHED,Published,,1996,1996,,AFR,Africa,,,1996,1996,,,ZAF,South Africa,,61,61.00000,,,,,
TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4462,PUBLISHED,Published,,1997,1997,,AFR,Africa,,,1997,1997,,,ZAF,South Africa,,68,68.00000,,,,,
TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4462,PUBLISHED,Published,,1998,1998,,AFR,Africa,,,1998,1998,,,ZAF,South Africa,,72,72.00000,,,,,
TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4462,PUBLISHED,Published,,1999,1999,,AFR,Africa,,,1999,1999,,,ZAF,South Africa,,57,57.00000,,,,,
TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4462,PUBLISHED,Published,,2000,2000,,AFR,Africa,,,2000,2000,,,ZAF,South Africa,,63,63.00000,,,,,
TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4462,PUBLISHED,Published,,2001,2001,,AFR,Africa,,,2001,2001,,,ZAF,South Africa,,61,61.00000,,,,,
TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4462,PUBLISHED,Published,,2002,2002,,AFR,Africa,,,2002,2002,,,ZAF,South Africa,,68,68.00000,,,,,
TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4462,PUBLISHED,Published,,2003,2003,,AFR,Africa,,,2003,2003,,,ZAF,South Africa,,67,67.00000,,,,,
TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4462,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,ZAF,South Africa,,65,65.00000,,,,,
TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4462,PUBLISHED,Published,,2005,2005,,AFR,Africa,,,2005,2005,,,ZAF,South Africa,,69,69.00000,,,,,
TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4462,PUBLISHED,Published,,2006,2006,,AFR,Africa,,,2006,2006,,,ZAF,South Africa,,70,70.00000,,,,,
TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4462,PUBLISHED,Published,,2007,2007,,AFR,Africa,,,2007,2007,,,ZAF,South Africa,,71,71.00000,,,,,
